id,source_platform,severity,title,source_url,layer,label,root_cause,attack_path,files_changed,fix_commit
441cd590285ea8e0,lighthouse,Info,Add `safe_sum` and use it in state_processing (#1620),https://github.com/sigp/lighthouse/commit/7aceff4d1372ce30e75a84b07dadbc06cf47d66d,consensus,beacon-chain:slashing,integer_overflow_underflow,crafted_state,"[""consensus/safe_arith/src/iter.rs"", ""consensus/safe_arith/src/lib.rs"", ""consensus/state_processing/src/per_epoch_processing/process_slashings.rs""]",7aceff4d1372ce30e75a84b07dadbc06cf47d66d
56659c455db91776,teku,Unrated,Avoid NullPointerException when there are no more slashings to include,https://github.com/Consensys/teku/pull/1036,consensus,beacon-chain:slashing,missing_input_validation,malformed_input,"[""validator/coordinator/src/main/java/tech/pegasys/artemis/validator/coordinator/ValidatorCoordinator.java""]",e82b34fb518bc5bf5d8e84ed97ae62ca55ce4001
6ba40c02a6837b7b,prysm,Info,"Fix RPC Panic (#4564) ([11731c4](https://github.com/prysmaticlabs/prysm/commit/11731c4)), closes [#4564](https://github.com/prysmaticlabs/prysm/issues/4564)",https://github.com/OffchainLabs/prysm/releases/tag/v0.3.2,consensus,beacon-chain:slashing,missing_input_validation,malformed_input,"[""beacon-chain/rpc/beacon/BUILD.bazel"", ""beacon-chain/rpc/beacon/validators.go"", ""beacon-chain/rpc/beacon/validators_test.go""]",11731c4
78c21736dc3d8a2c,prysm,Info,fix race condition when pinging peers #13701,https://github.com/OffchainLabs/prysm/releases/tag/v5.0.2,consensus,beacon-chain:slashing,race_condition,malicious_p2p_message,"[""beacon-chain/p2p/service.go""]",fe37cc01769fd569965b9b36efecf0a203f96a5f
7c9dca6ca3831090,nimbus,Low,Validator index-out-of-bounds crash that was triggered upon certain requests to the `/eth/v1/beacon/states/{state_id}/validators/{validator_id}` API,https://github.com/status-im/nimbus-eth2/releases/tag/v22.3.0,consensus,beacon-chain:slashing,missing_bounds_check,crafted_state,"[""AllTests-mainnet.md"", ""beacon_chain/validators/slashing_protection_common.nim"", ""beacon_chain/validators/slashing_protection_v2.nim"", ""tests/all_tests.nim"", ""tests/slashing_protection/test_fixtures.nim"", ""tests/slashing_protection/test_slashing_interchange.nim""]",939cc6e7886fa557c4b90004c653ef3c8ecd323f
8f92ad9b607b0704,prysm,Info,"Update jwt-go library to fix CVE-2020-26160 (#9017) ([8f90e91](https://github.com/prysmaticlabs/prysm/commit/8f90e91)), closes [#9017](https://github.com/prysmaticlabs/prysm/issues/9017)",https://github.com/OffchainLabs/prysm/releases/tag/v1.3.11,consensus,beacon-chain:slashing,missing_input_validation,malformed_input,"[""deps.bzl"", ""go.mod"", ""go.sum"", ""proto/testing/gocast.go"", ""validator/rpc/BUILD.bazel"", ""validator/rpc/auth.go"", ""validator/rpc/auth_test.go"", ""validator/rpc/intercepter.go"", ""validator/rpc/intercepter_test.go""]",8f90e91
92eee0e5315389b2,prysm,Info,"Deep Source Security Issues (#7617) ([e54ac48](https://github.com/prysmaticlabs/prysm/commit/e54ac48)), closes [#7617](https://github.com/prysmaticlabs/prysm/issues/7617)",https://github.com/OffchainLabs/prysm/releases/tag/v1.0.0-beta.0,consensus,beacon-chain:slashing,missing_input_validation,crafted_state,"[""beacon-chain/blockchain/metrics.go"", ""beacon-chain/core/helpers/slot_epoch.go"", ""beacon-chain/core/state/benchmarks_test.go"", ""beacon-chain/main.go"", ""beacon-chain/rpc/BUILD.bazel"", ""beacon-chain/rpc/beacon/blocks.go"", ""beacon-chain/rpc/service.go"", ""beacon-chain/state/stateutil/benchmark_test.go"", ""shared/testutil/block_test.go"", ""shared/tos/tos.go"", ""validator/main.go""]",e54ac48
a04325e1301e992d,prysm,Info,"Resolve Nil Validator Panic (#6218) ([2fb4855](https://github.com/prysmaticlabs/prysm/commit/2fb4855)), closes [#6218](https://github.com/prysmaticlabs/prysm/issues/6218)",https://github.com/OffchainLabs/prysm/releases/tag/v1.0.0-alpha.11,consensus,beacon-chain:slashing,missing_input_validation,malicious_p2p_message,"[""beacon-chain/state/getters.go"", ""beacon-chain/state/getters_test.go""]",2fb4855
a660172430fc9774,lighthouse,Info,Fix genesis state download panic when running in debug mode (#4753),https://github.com/sigp/lighthouse/commit/a0478da99087e5f8f727864e055d179b9618c374,consensus,beacon-chain:slashing,missing_input_validation,crafted_state,"[""Cargo.lock"", ""Dockerfile"", ""account_manager/src/validator/exit.rs"", ""account_manager/src/validator/slashing_protection.rs"", ""beacon_node/client/src/builder.rs"", ""boot_node/src/config.rs"", ""boot_node/src/lib.rs"", ""boot_node/src/server.rs"", ""common/eth2_network_config/Cargo.toml"", ""common/eth2_network_config/src/lib.rs"", ""lcli/Dockerfile"", ""lighthouse/Cargo.toml""]",a0478da99087e5f8f727864e055d179b9618c374
aaff3ef92f1f9527,nimbus,Info,Fix a crash occurring with --slashing-db-kind=both,https://github.com/status-im/nimbus-eth2/commit/3f6834cce7b60581cfe3cdd9946e28bdc6d74176,consensus,beacon-chain:slashing,other,malformed_input,"[""CHANGELOG.md"", ""vendor/nim-stew""]",3f6834cce7b60581cfe3cdd9946e28bdc6d74176
ae7dcd7393f6dfae,prysm,Info,❗❗This release contains a security fix (#8910) and it is recommended that everyone update as soon as practical.,https://github.com/OffchainLabs/prysm/releases/tag/v1.3.10,consensus,beacon-chain:slashing,other,malformed_input,"[""deps.bzl""]",40ee92bd9cb002d578e54305ce2cad376a2fd21d
b7f012e50f491cd5,lighthouse,Info,9461ac2d5 Run apt-get upgrade to get latest security updates (#2418),https://github.com/sigp/lighthouse/releases/tag/v1.5.0-rc.0,consensus,beacon-chain:slashing,other,malformed_input,"[""Dockerfile""]",0c0c0c40ad526cce072d8b8b4472a42ddf4e247b
bb432ab46ea76e16,nimbus,Info,V0.8.3 tests part2 - BLS + Shuffling + State transition epoch (#372),https://github.com/status-im/nimbus-eth2/commit/297e9079d47f6070e06f425e8999eb46546029c8,consensus,beacon-chain:slashing,integer_overflow_underflow,malformed_input,"[""beacon_chain/spec/beaconstate.nim"", ""beacon_chain/spec/state_transition_epoch.nim"", ""tests/helpers/debug_state.nim"", ""tests/official/fixtures"", ""tests/official/fixtures_utils.nim"", ""tests/official/fixtures_utils_v0_8_1.nim"", ""tests/official/test_fixture_bls.nim"", ""tests/official/test_fixture_shuffling.nim"", ""tests/official/test_fixture_state_transition_epoch.nim"", ""tests/official/test_fixture_state_transition_epoch.nim.cfg""]",297e9079d47f6070e06f425e8999eb46546029c8
bbf04f0b9e777489,prysm,Info,"Fix race condition in TestService_Initialized (#8597) ([fa20843](https://github.com/prysmaticlabs/prysm/commit/fa20843)), closes [#8597](https://github.com/prysmaticlabs/prysm/issues/8597)",https://github.com/OffchainLabs/prysm/releases/tag/v1.3.4,consensus,beacon-chain:slashing,missing_input_validation,crafted_state,"[""beacon-chain/sync/initial-sync/service_test.go""]",fa20843
bc36f78358adeec5,lodestar,High,AttesterSlashing number overflow,https://nvd.nist.gov/vuln/detail/CVE-2022-29219,consensus,beacon-chain:slashing,integer_overflow_underflow,malicious_block,[],
c5a489e74fffd825,prysm,Info,"Fix Slasher Backup DB panic on call. (#8099) ([630d573](https://github.com/prysmaticlabs/prysm/commit/630d573)), closes [#8099](https://github.com/prysmaticlabs/prysm/issues/8099)",https://github.com/OffchainLabs/prysm/releases/tag/v1.1.0,consensus,beacon-chain:slashing,missing_input_validation,malformed_input,"[""slasher/node/node.go""]",630d573
e5ee560d87015f65,prysm,Info,"Update security.txt (#7956) ([987205a](https://github.com/prysmaticlabs/prysm/commit/987205a)), closes [#7956](https://github.com/prysmaticlabs/prysm/issues/7956)",https://github.com/OffchainLabs/prysm/releases/tag/v1.0.1,consensus,beacon-chain:slashing,other,malformed_input,"["".well-known/security.pub"", "".well-known/security.txt""]",987205a
e808a375251c28e9,prysm,Info,"Fall back to ValidationIgnore in the event of a validation panic (#7419) ([1eee194](https://github.com/prysmaticlabs/prysm/commit/1eee194)), closes [#7419](https://github.com/prysmaticlabs/prysm/issues/7419)",https://github.com/OffchainLabs/prysm/releases/tag/v1.0.0-alpha.28,consensus,beacon-chain:slashing,missing_input_validation,crafted_state,"[""beacon-chain/sync/BUILD.bazel"", ""beacon-chain/sync/subscriber.go"", ""beacon-chain/sync/subscriber_test.go""]",1eee194
f2056e608b0e083c,prysm,Info,"Fix Panic in Wallet HasDir() (#6857) ([1f9d155](https://github.com/prysmaticlabs/prysm/commit/1f9d155)), closes [#6857](https://github.com/prysmaticlabs/prysm/issues/6857)",https://github.com/OffchainLabs/prysm/releases/tag/v1.0.0-alpha.19,consensus,beacon-chain:slashing,missing_input_validation,large_input,"[""validator/accounts/v2/wallet.go""]",1f9d155
f81c1c6c4cd53ffb,lighthouse,High,"Although these bugs were *not* security risks, they caused significant user frustration during the holiday period. We apologize for any stress and inconvenience caused. Our testing suite is generally focused on catching high-severity logic bugs but we will work to expand it to prevent API breakages like this.",https://github.com/sigp/lighthouse/releases/tag/v1.0.6,consensus,beacon-chain:slashing,missing_input_validation,crafted_state,"[""validator_client/src/cli.rs""]",4a4691ffdbe985afd297f13bb07b7fb9532005e9
lighthouse:networking:PR#1009,lighthouse,Unrated,Use checked arithmetic in types and state proc,https://github.com/sigp/lighthouse/pull/1009,consensus,beacon-chain:slashing,integer_overflow_underflow,crafted_state,"["".github/workflows/test-suite.yml"", ""Cargo.lock"", ""Cargo.toml"", ""Makefile"", ""beacon_node/beacon_chain/Cargo.toml"", ""beacon_node/beacon_chain/src/eth1_chain.rs"", ""beacon_node/genesis/src/eth1_genesis_service.rs"", ""eth2/state_processing/Cargo.toml"", ""eth2/state_processing/src/common/deposit_data_tree.rs"", ""eth2/state_processing/src/common/get_base_reward.rs"", ""eth2/state_processing/src/common/slash_validator.rs"", ""eth2/state_processing/src/genesis.rs"", ""eth2/state_processing/src/lib.rs"", ""eth2/state_processing/src/per_block_processing.rs"", ""eth2/state_processing/src/per_block_processing/block_signature_verifier.rs"", ""eth2/state_processing/src/per_block_processing/errors.rs"", ""eth2/state_processing/src/per_block_processing/verify_deposit.rs"", ""eth2/state_processing/src/per_epoch_processing.rs"", ""eth2/state_processing/src/per_epoch_processing/apply_rewards.rs"", ""eth2/state_processing/src/per_epoch_processing/errors.rs"", ""eth2/state_processing/src/per_epoch_processing/process_slashings.rs"", ""eth2/state_processing/src/per_epoch_processing/validator_statuses.rs"", ""eth2/types/Cargo.toml"", ""eth2/types/src/beacon_state.rs"", ""eth2/types/src/beacon_state/committee_cache.rs"", ""eth2/types/src/beacon_state/exit_cache.rs"", ""eth2/types/src/beacon_state/pubkey_cache.rs"", ""eth2/types/src/beacon_state/tree_hash_cache.rs"", ""eth2/types/src/chain_spec.rs"", ""eth2/types/src/eth_spec.rs"", ""eth2/types/src/lib.rs"", ""eth2/types/src/slot_epoch.rs"", ""eth2/types/src/slot_epoch_macros.rs"", ""eth2/types/src/test_utils/builders/testing_beacon_state_builder.rs"", ""eth2/types/src/test_utils/builders/testing_deposit_builder.rs"", ""eth2/types/src/test_utils/builders/testing_proposer_slashing_builder.rs"", ""eth2/types/src/test_utils/mod.rs"", ""eth2/types/src/tree_hash_impls.rs"", ""eth2/types/src/utils/serde_utils.rs"", ""eth2/utils/bls/src/aggregate_public_key.rs"", ""eth2/utils/cached_tree_hash/src/cache.rs"", ""eth2/utils/cached_tree_hash/src/cache_arena.rs"", ""eth2/utils/merkle_proof/Cargo.toml"", ""eth2/utils/merkle_proof/src/lib.rs"", ""eth2/utils/safe_arith/Cargo.toml"", ""eth2/utils/safe_arith/src/lib.rs"", ""eth2/utils/serde_hex/src/lib.rs"", ""eth2/utils/ssz_derive/src/lib.rs"", ""eth2/utils/tree_hash/src/merkle_hasher.rs""]",7a85ca506119de9b31ae479b9a9b391f5df92cb7
lighthouse:networking:PR#4906,lighthouse,Unrated,Delete deprecated cli flags,https://github.com/sigp/lighthouse/pull/4906,consensus,beacon-chain:slashing,missing_input_validation,malformed_input,"[""account_manager/src/validator/slashing_protection.rs"", ""beacon_node/src/cli.rs"", ""beacon_node/src/config.rs"", ""lighthouse/src/main.rs"", ""lighthouse/tests/beacon_node.rs"", ""lighthouse/tests/validator_client.rs"", ""validator_client/src/cli.rs"", ""validator_client/src/config.rs""]",0d17bd0ec28370459e32b33e5631ac0a847fd60f
lighthouse:networking:PR#5037,lighthouse,Unrated,Delete temporary mitigation for equivocation via RPC,https://github.com/sigp/lighthouse/pull/5037,consensus,beacon-chain:slashing,consensus_divergence,malformed_input,"[""beacon_node/network/src/network_beacon_processor/sync_methods.rs""]",3b0da0c88352f88b6dc554b923a6f944b2a10e9c
lighthouse:networking:PR#6254,lighthouse,Unrated,Prevent fd leak in random slasher tests,https://github.com/sigp/lighthouse/pull/6254,consensus,beacon-chain:slashing,resource_exhaustion,crafted_state,"[""slasher/src/database.rs"", ""slasher/src/slasher.rs"", ""slasher/tests/random.rs""]",f3206995d2ed9408ae5088cc0768753e65cb9f7b
lighthouse:networking:PR#7192,lighthouse,Unrated,Fix for #6296: Deterministic RNG in peer DAS publish block tests,https://github.com/sigp/lighthouse/pull/7192,consensus,beacon-chain:slashing,integer_overflow_underflow,peer,"[""Cargo.lock"", ""beacon_node/beacon_chain/src/beacon_chain.rs"", ""beacon_node/beacon_chain/src/builder.rs"", ""beacon_node/beacon_chain/src/test_utils.rs"", ""beacon_node/beacon_chain/tests/store_tests.rs"", ""beacon_node/client/Cargo.toml"", ""beacon_node/client/src/builder.rs"", ""beacon_node/http_api/src/publish_blocks.rs"", ""beacon_node/network/src/subnet_service/tests/mod.rs""]",866ce0c310b5712ea4186e75ee4d544a83c00bb8
lodestar:scope-networking:PR#4104,lodestar,Unrated,Deprecate accounts CLI,https://github.com/ChainSafe/lodestar/pull/4104,consensus,beacon-chain:slashing,missing_input_validation,malformed_input,"[""packages/cli/src/cmds/account/cmds/validator/create.ts"", ""packages/cli/src/cmds/account/cmds/validator/deposit.ts"", ""packages/cli/src/cmds/account/cmds/validator/index.ts"", ""packages/cli/src/cmds/account/cmds/validator/options.ts"", ""packages/cli/src/cmds/account/cmds/validator/recover.ts"", ""packages/cli/src/cmds/account/cmds/wallet/create.ts"", ""packages/cli/src/cmds/account/cmds/wallet/index.ts"", ""packages/cli/src/cmds/account/cmds/wallet/list.ts"", ""packages/cli/src/cmds/account/cmds/wallet/options.ts"", ""packages/cli/src/cmds/account/cmds/wallet/recover.ts"", ""packages/cli/src/cmds/account/cmds/wallet/utils.ts"", ""packages/cli/src/cmds/account/index.ts"", ""packages/cli/src/cmds/account/paths.ts"", ""packages/cli/src/cmds/validator/import.ts"", ""packages/cli/src/cmds/validator/index.ts"", ""packages/cli/src/cmds/validator/keys.ts"", ""packages/cli/src/cmds/validator/list.ts"", ""packages/cli/src/cmds/validator/options.ts"", ""packages/cli/src/cmds/validator/paths.ts"", ""packages/cli/src/cmds/validator/slashingProtection/export.ts"", ""packages/cli/src/cmds/validator/slashingProtection/import.ts"", ""packages/cli/src/cmds/validator/slashingProtection/index.ts"", ""packages/cli/src/cmds/validator/slashingProtection/options.ts"", ""packages/cli/src/cmds/validator/slashingProtection/utils.ts"", ""packages/cli/src/cmds/validator/voluntaryExit.ts"", ""packages/cli/test/e2e/cmds/account.test.ts"", ""packages/cli/test/e2e/example.test.ts""]",d220e8649646da55c62609693258d45f9905f491
nimbus:consensus:PR#2392,nimbus,Unrated,annotate slashing protection v2 with uint64 -> int64 overflow conditions,https://github.com/status-im/nimbus-eth2/pull/2392,consensus,beacon-chain:slashing,integer_overflow_underflow,malformed_input,"[""beacon_chain/validators/slashing_protection_v2.nim""]",c0d8ecd7c3951c72880e4fd47fea1740fc1ca34f
